"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Onyx","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A bands of black and white, or pure black or white gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Opal","DMG'24","214","none","Treasure (Gemstone)","","","","","","1.000 GP","A pale blue with green and golden mottling gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Orb","PHB'24","224","none","Spellcasting Focus","","","","","3 lb.","20 GP","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Ox","DMG'24","213","none","Trade Good","","","","","","15 GP","Merchants commonly exchange trade goods without using currency."
"Padded Armor","PHB'24","219","none","Light Armor","","AC 11 + Dex","","","8 lb.","5 GP","The wearer has Disadvantage on Dexterity (Stealth) checks."
"Painted gold war mask","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Painter's Supplies","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","10 GP","Ability: WisdomUtilize: Paint a recognizable image of something you've seen (DC 10)Craft: Druidic Focus, Holy SymbolArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Pair of engraved bone dice","DMG'24","215","none","Treasure (Art Object)","","","","","","25 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Pale Tincture","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","250 GP","A creature subjected to Pale Tincture must succeed on a DC 16 Constitution saving throw or take 3 (1d6) Poison damage and have the Poisoned condition. The Poisoned creature repeats the save every 24 hours, taking 3 (1d6) Poison damage on a failed save. The damage the poison deals can't be healed by any means while the creature remains Poisoned. After seven successful saves against the poison, the creature is no longer Poisoned."
"Pan Flute","PHB'24","221","none","Instrument","","","","","2 lb.","12 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Paper","PHB'24","227","none","Adventuring Gear","","","","","","2 SP","One sheet of Paper can hold about 250 handwritten words."
"Parchment","PHB'24","227","none","Adventuring Gear","","","","","","1 SP","One sheet of Parchment can hold about 250 handwritten words."
"Pearl","DMG'24","214","none","Treasure (Gemstone)","","","","","","100 GP","A lustrous white, yellow, or pink gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Pepper","DMG'24","213","none","Trade Good","","","","","1 lb.","2 GP","Merchants commonly exchange trade goods without using currency."
"Perfume","PHB'24","227","none","Adventuring Gear","","","","","","5 GP","Perfume comes in a 4-ounce vial. For 1 hour after applying Perfume to yourself, you have Advantage on Charisma (Persuasion) checks made to influence an Indifferent Humanoid within 5 feet of yourself."
"Peridot","DMG'24","214","none","Treasure (Gemstone)","","","","","","500 GP","A rich olive green gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Pig","DMG'24","213","none","Trade Good","","","","","","3 GP","Merchants commonly exchange trade goods without using currency."
"Pike","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d10 Piercing","Heavy, Reach, Two‑Handed","Mastery: Push","18 lb.","5 GP","Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Pistol","PHB'24","215","none","Weapon, Martial Weapon, Ranged Weapon, Firearm","","1d10 Piercing","Ammunition (Range 30/90 ft.; Firearm Bullet), Loading","Mastery: Vex","3 lb.","250 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Plate Armor","PHB'24","219","none","Heavy Armor","","AC 18","","","65 lb.","1.500 GP","The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"Platinum","DMG'24","213","none","Trade Good","","","","","1 lb.","500 GP","Merchants commonly exchange trade goods without using currency."
"Platinum bracelet set with an emerald","DMG'24","215","none","Treasure (Art Object)","","","","","","2.500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Playing Cards","PHB'24","221","none","Gaming Set","","","","","","5 SP","Ability: WisdomUtilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Poisoner's Kit","PHB'24","221","none","Tool","","","","","2 lb.","50 GP","Ability: IntelligenceUtilize: Detect a poisoned object (DC 10)Craft: Basic PoisonIf you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Pole","PHB'24","228","none","Adventuring Gear","","","","","7 lb.","5 CP","A Pole is 10 feet long. You can use it to touch something up to 10 feet away. If you must make a Strength (Athletics) check as part of a High or Long Jump, you can use the Pole to vault, giving yourself Advantage on the check."
"Pony","PHB'24","229","none","Mount","","Speed: 40, Carrying Capacity: 225 lb.","","","","30 GP",""
